"","X","Area.of.residence","Area.of.workplace","All.categories..Method.of.travel.to.work","Work.mainly.at.or.from.home","Underground..metro..light.rail..tram","Train","Bus..minibus.or.coach","Taxi","Motorcycle..scooter.or.moped","Driving.a.car.or.van","Passenger.in.a.car.or.van","Bicycle","On.foot","Other.method.of.travel.to.work","dist","p_cycle","n_cycle","pc1"
"375",925030,"E02002377","E02002347",6,0,0,0,2,0,0,3,0,0,1,0,4326.04142179558,0.1262891589921,0.757734953952602,0.757734953952602
"376",925032,"E02002377","E02002349",14,0,0,0,3,0,0,4,0,1,6,0,3381.59452006495,0.152545600442198,2.13563840619078,1.13563840619078
"377",925035,"E02002377","E02002352",25,0,0,1,7,2,0,11,2,2,0,0,3042.37841358782,0.163253921929537,4.08134804823842,2.08134804823842
"378",925036,"E02002377","E02002353",3,0,0,0,2,0,0,1,0,0,0,0,2793.95481146054,0.171570028440948,0.514710085322845,0.514710085322845
"379",925037,"E02002377","E02002354",6,0,0,0,1,1,0,1,1,0,2,0,3256.59300724112,0.156407358026212,0.938444148157275,0.938444148157275
"380",925040,"E02002377","E02002358",8,0,0,0,1,0,0,6,1,0,0,0,4517.62293538252,0.12154175758715,0.972334060697202,0.972334060697202
"381",925043,"E02002377","E02002361",21,0,0,0,12,2,0,6,0,0,1,0,1550.25752112065,0.220022754474196,4.62047784395812,4.62047784395812
"382",925045,"E02002377","E02002363",30,0,0,0,7,0,0,11,2,0,9,1,1784.24459445398,0.209963468437947,6.29890405313842,6.29890405313842
"383",925046,"E02002377","E02002364",24,0,0,0,11,0,0,13,0,0,0,0,3689.65371397093,0.143430662727863,3.44233590546871,3.44233590546871
"384",925047,"E02002377","E02002366",29,0,0,0,9,2,0,5,2,0,11,0,2041.58093865313,0.199430596169044,5.78348728890229,5.78348728890229
"385",925048,"E02002377","E02002367",7,0,0,0,2,0,0,2,1,0,2,0,2224.49176171278,0.19226682528885,1.34586777702195,1.34586777702195
"386",925050,"E02002377","E02002369",6,0,0,0,1,0,0,3,2,0,0,0,2649.46254935286,0.176600472690977,1.05960283614586,1.05960283614586
"387",925051,"E02002377","E02002371",62,0,0,0,7,1,0,17,4,0,33,0,858.634123038262,0.25266276377358,15.665091353962,15.665091353962
"388",925055,"E02002377","E02002376",16,0,0,0,4,0,0,8,1,0,3,0,1311.87564749827,0.230766723467737,3.6922675754838,3.6922675754838
"389",925056,"E02002377","E02002377",129,0,0,0,11,4,0,29,5,1,79,0,0,0.3,38.7,37.7
"390",925057,"E02002377","E02002379",5,0,0,0,4,0,0,1,0,0,0,0,3581.49524340222,0.146567112003873,0.732835560019363,0.732835560019363
"391",925060,"E02002377","E02002382",53,0,0,0,2,4,0,18,2,0,27,0,667.724094717265,0.262496475614941,13.9123132075918,13.9123132075918
"392",925062,"E02002377","E02002384",42,0,0,0,12,1,0,18,1,1,9,0,1850.86989122313,0.207184250503237,8.70173852113595,7.70173852113595
"393",925067,"E02002377","E02002389",2,0,0,0,1,0,0,1,0,0,0,0,2028.09464460764,0.19996923820329,0.39993847640658,0.39993847640658
"394",925068,"E02002377","E02002390",9,0,0,0,1,0,0,8,0,0,0,0,3485.99218259856,0.149393540896032,1.34454186806429,1.34454186806429
"395",925071,"E02002377","E02002393",93,0,0,0,20,1,0,32,3,0,37,0,1262.74430244137,0.23304547685782,21.6732293477773,21.6732293477773
"396",925072,"E02002377","E02002394",20,0,0,1,5,1,0,6,1,0,6,0,1506.14548667574,0.221972472696419,4.43944945392837,4.43944945392837
"397",925082,"E02002377","E02002404",47,0,0,0,11,3,0,25,1,0,7,0,2577.68039929619,0.179154111727075,8.42024325117253,8.42024325117253
"398",925192,"E02002377","E02006861",27,0,0,3,12,0,0,9,0,0,3,0,3033.75950361322,0.163535578788527,4.41546062729022,4.41546062729022
"399",925257,"E02002379","E02002344",3,0,0,0,0,0,0,3,0,0,0,0,5972.91606887023,0.0908490429947723,0.272547128984317,0.272547128984317
"400",925260,"E02002379","E02002347",3,0,0,0,1,0,0,2,0,0,0,0,6902.40666758633,0.0754372467025122,0.226311740107537,0.226311740107537
"401",925262,"E02002379","E02002349",9,0,0,0,2,0,0,3,2,1,1,0,3859.59385271057,0.138637651278997,1.24773886151098,0.247738861510975
"402",925265,"E02002379","E02002352",6,0,0,0,0,0,0,4,0,2,0,0,5349.68117220466,0.102909117073783,0.6174547024427,-1.3825452975573
"403",925266,"E02002379","E02002353",1,0,0,0,1,0,0,0,0,0,0,0,4572.8970421067,0.120205534632295,0.120205534632295,0.120205534632295
"404",925267,"E02002379","E02002354",2,0,0,0,0,0,0,0,2,0,0,0,6154.58895621416,0.087607331154013,0.175214662308026,0.175214662308026
"405",925270,"E02002379","E02002358",53,0,0,0,1,1,0,22,6,3,20,0,2419.78658213092,0.184901852677131,9.79979819188796,6.79979819188796
"406",925272,"E02002379","E02002361",7,0,0,0,4,0,0,3,0,0,0,0,3680.30126326724,0.143699199437714,1.005894396064,1.005894396064
"407",925274,"E02002379","E02002363",7,0,0,0,0,0,0,6,0,0,1,0,4878.46889074152,0.11307922695186,0.791554588663023,0.791554588663023
"408",925275,"E02002379","E02002364",75,0,0,0,8,1,1,30,3,1,31,0,1363.402597909,0.228400794214998,17.1300595661249,16.1300595661249
"409",925276,"E02002379","E02002366",14,0,0,0,3,0,0,6,1,0,4,0,2398.69862293609,0.185683340060969,2.59956676085356,2.59956676085356
"410",925278,"E02002379","E02002369",11,0,0,1,0,0,0,8,0,0,1,1,1232.94839943241,0.234438383110756,2.57882221421831,2.57882221421831
"411",925280,"E02002379","E02002371",16,0,0,0,2,0,0,11,1,0,2,0,4379.73387912092,0.124940259471488,1.9990441515438,1.9990441515438
"412",925283,"E02002379","E02002376",9,0,0,0,0,0,0,4,3,0,2,0,2271.3979378379,0.190471559048692,1.71424403143822,1.71424403143822
"413",925284,"E02002379","E02002379",66,0,0,0,4,0,0,13,2,0,47,0,0,0.3,19.8,19.8
"414",925287,"E02002379","E02002382",7,0,0,0,1,0,0,4,1,0,1,0,3136.57243762006,0.160207201552031,1.12145041086422,1.12145041086422
"415",925288,"E02002379","E02002384",31,0,0,0,2,0,0,22,4,1,2,0,5333.70453435945,0.103238471329813,3.20039261122421,2.20039261122421
"416",925293,"E02002379","E02002389",3,0,0,0,1,0,0,1,0,0,1,0,1842.34095142851,0.207537964497793,0.622613893493379,0.622613893493379
"417",925294,"E02002379","E02002390",94,0,0,0,5,2,0,33,5,4,45,0,926.524713320822,0.249255265000766,23.429994910072,19.429994910072
"418",925297,"E02002379","E02002393",70,0,0,0,33,1,0,29,4,1,2,0,4068.94069811658,0.132952820875791,9.30669746130539,8.30669746130539
"419",925298,"E02002379","E02002394",15,0,0,0,3,1,0,9,2,0,0,0,3225.14623508318,0.157394159255067,2.360912388826,2.360912388826
"420",925308,"E02002379","E02002404",25,0,0,0,5,0,0,17,2,0,1,0,4318.90039365817,0.126469654741504,3.16174136853761,3.16174136853761
"421",925406,"E02002379","E02006861",8,0,0,0,2,0,0,4,2,0,0,0,6613.06839572419,0.0799314022941045,0.639451218352836,0.639451218352836
"422",926090,"E02002382","E02002349",15,0,0,0,5,0,0,5,2,0,3,0,3677.65821520215,0.143775180296257,2.15662770444385,2.15662770444385
"423",926092,"E02002382","E02002352",21,0,0,0,4,2,0,10,2,0,2,1,3643.37624633321,0.144764346729485,3.04005128131918,3.04005128131918
"424",926093,"E02002382","E02002353",6,0,0,0,1,0,0,2,0,0,3,0,3299.31500953353,0.155076644096856,0.930459864581134,0.930459864581134
"425",926094,"E02002382","E02002354",3,0,0,0,0,0,0,2,1,0,0,0,3919.39865015139,0.13698928959398,0.41096786878194,0.41096786878194
"426",926097,"E02002382","E02002358",9,0,0,0,3,0,0,4,1,1,0,0,4407.52703947027,0.124247689193326,1.11822920273993,0.11822920273993
"427",926100,"E02002382","E02002361",8,0,0,0,4,1,0,3,0,0,0,0,2011.8192097681,0.200621216011107,1.60496972808886,1.60496972808886
"428",926102,"E02002382","E02002363",8,0,0,0,2,1,0,4,0,0,1,0,2446.80719300937,0.183905315604083,1.47124252483266,1.47124252483266
"429",926103,"E02002382","E02002364",16,0,0,0,5,1,0,8,2,0,0,0,3468.06522971868,0.149930136467196,2.39888218347513,2.39888218347513
"430",926104,"E02002382","E02002366",30,0,0,0,6,3,0,6,2,0,12,1,2079.00935275263,0.197943295656609,5.93829886969828,5.93829886969828
"431",926105,"E02002382","E02002367",12,0,0,0,1,0,0,2,0,0,9,0,2836.28175287019,0.170123751816258,2.0414850217951,2.0414850217951
"432",926107,"E02002382","E02002369",16,0,0,0,0,3,0,8,2,0,3,0,2377.25051346829,0.186481562193334,2.98370499509334,2.98370499509334
"433",926108,"E02002382","E02002371",36,0,0,0,8,2,0,12,0,2,12,0,1503.36240056824,0.22209606078986,7.99545818843495,5.99545818843495
"434",926111,"E02002382","E02002376",30,0,0,0,2,1,0,4,3,0,20,0,979.95714217032,0.246605784192136,7.39817352576408,7.39817352576408
"435",926112,"E02002382","E02002377",46,0,0,0,4,1,0,9,1,0,31,0,667.724094717265,0.262496475614941,12.0748378782873,12.0748378782873
"436",926113,"E02002382","E02002379",2,0,0,0,1,0,0,0,0,0,1,0,3136.57243762006,0.160207201552031,0.320414403104062,0.320414403104062
"437",926116,"E02002382","E02002382",73,0,0,0,7,4,0,24,3,0,35,0,0,0.3,21.9,21.9
"438",926118,"E02002382","E02002384",45,0,0,0,10,2,1,21,1,0,9,1,2197.69567094785,0.193299991156979,8.69849960206403,8.69849960206403
"439",926123,"E02002382","E02002389",1,0,0,0,0,0,0,0,0,0,1,0,1436.80927965859,0.22507206025384,0.22507206025384,0.22507206025384
"440",926124,"E02002382","E02002390",11,0,0,0,4,0,0,2,3,0,2,0,2920.73589781656,0.167274352717928,1.84001787989721,1.84001787989721
"441",926127,"E02002382","E02002393",94,0,0,0,9,11,0,19,7,1,44,3,1088.96900921439,0.241287380384003,22.6810137560962,21.6810137560962
"442",926128,"E02002382","E02002394",46,0,0,0,4,0,0,12,3,1,26,0,908.620592144838,0.250149404216708,11.5068725939686,10.5068725939686
"443",926138,"E02002382","E02002404",45,0,0,0,9,5,0,21,4,0,6,0,2141.86085088184,0.195470662549601,8.79617981473204,8.79617981473204
"444",926231,"E02002382","E02006861",18,0,0,0,5,0,0,6,2,0,4,1,3563.79741136626,0.147086815249402,2.64756267448924,2.64756267448924
"445",926742,"E02002384","E02002347",17,0,0,1,9,0,0,6,0,0,1,0,4455.57129218751,0.123059529284876,2.0920119978429,2.0920119978429
"446",926744,"E02002384","E02002349",5,0,0,0,0,1,0,2,0,0,2,0,4882.70698497359,0.112983419477805,0.564917097389023,0.564917097389023
"447",926747,"E02002384","E02002352",18,0,0,0,13,1,0,1,0,1,1,1,3713.26481598089,0.142754948218147,2.56958906792664,1.56958906792664
"448",926748,"E02002384","E02002353",4,0,0,0,3,0,0,0,1,0,0,0,3893.01793273781,0.137713974831992,0.550855899327966,0.550855899327966
"449",926749,"E02002384","E02002354",12,0,0,0,4,0,0,5,1,1,1,0,3297.8276836596,0.155122780859597,1.86147337031516,0.861473370315164
"450",926752,"E02002384","E02002358",11,0,0,0,5,0,1,4,0,1,0,0,6351.89132484582,0.0842176239307214,0.926393863237935,-0.0736061367620648
"451",926755,"E02002384","E02002361",8,0,0,0,3,0,0,4,0,0,1,0,2975.73506900422,0.165444445355641,1.32355556284513,1.32355556284513
"452",926757,"E02002384","E02002363",18,0,0,0,10,1,0,4,1,0,2,0,2227.18010476123,0.192163477238199,3.45894259028758,3.45894259028758
"453",926758,"E02002384","E02002364",11,0,0,0,5,0,0,4,1,0,1,0,5540.0767373353,0.0990641011717713,1.08970511288948,1.08970511288948
"454",926759,"E02002384","E02002366",9,0,0,0,6,0,0,2,0,1,0,0,3851.43038410431,0.138864188984791,1.24977770086312,0.249777700863119
"455",926760,"E02002384","E02002367",1,0,0,0,0,0,0,0,0,0,1,0,1448.0596599927,0.224566200322839,0.224566200322839,0.224566200322839
"456",926762,"E02002384","E02002369",5,0,0,0,0,1,0,2,0,0,2,0,4489.62208877116,0.122224321462127,0.611121607310637,0.611121607310637
"457",926764,"E02002384","E02002371",35,0,0,0,9,1,0,3,1,0,21,0,1414.16678423151,0.226093610171016,7.91327635598557,7.91327635598557
"458",926768,"E02002384","E02002376",6,0,0,0,2,0,0,3,0,0,1,0,3112.71457842538,0.160973468418195,0.965840810509169,0.965840810509169
"459",926769,"E02002384","E02002377",15,0,0,0,7,2,0,2,3,0,1,0,1850.86989122313,0.207184250503237,3.10776375754855,3.10776375754855
"460",926770,"E02002384","E02002379",4,0,0,0,0,0,0,2,0,0,2,0,5333.70453435945,0.103238471329813,0.412953885319253,0.412953885319253
"461",926773,"E02002384","E02002382",13,0,0,0,3,0,0,7,1,0,2,0,2197.69567094785,0.193299991156979,2.51289988504072,2.51289988504072
"462",926775,"E02002384","E02002384",166,0,0,2,13,2,0,30,1,2,116,0,0,0.3,49.8,47.8
"463",926780,"E02002384","E02002389",3,0,0,0,3,0,0,0,0,0,0,0,3593.70551236138,0.14620962391248,0.438628871737441,0.438628871737441
"464",926781,"E02002384","E02002390",22,0,0,0,8,0,0,10,0,2,2,0,5073.04066304667,0.108763341406783,2.39279351094922,0.392793510949221
"465",926784,"E02002384","E02002393",73,0,0,0,11,4,0,26,4,0,28,0,1491.30595984071,0.222632244575414,16.2521538540052,16.2521538540052
"466",926785,"E02002384","E02002394",25,0,0,0,7,0,0,7,2,0,9,0,2440.66351578224,0.184131425470123,4.60328563675308,4.60328563675308
"467",926794,"E02002384","E02002404",40,0,0,0,8,0,0,12,1,1,16,2,2592.43400662224,0.178626257003145,7.14505028012581,6.14505028012581
"468",926957,"E02002384","E02006861",54,0,0,0,8,1,0,13,1,0,31,0,1593.69998342308,0.218119369179054,11.7784459356689,11.7784459356689
"469",928379,"E02002389","E02002344",2,0,0,0,0,0,0,2,0,0,0,0,5600.13059716959,0.0978813817472406,0.195762763494481,0.195762763494481
"470",928381,"E02002389","E02002347",1,0,0,0,0,0,0,1,0,0,0,0,6061.85776410164,0.0892472780214779,0.0892472780214779,0.0892472780214779
"471",928383,"E02002389","E02002349",11,0,0,0,3,0,0,6,1,0,1,0,3895.2413494663,0.137652749334902,1.51418024268392,1.51418024268392
"472",928386,"E02002389","E02002352",8,0,0,0,4,0,0,4,0,0,0,0,4590.57720356458,0.119781234591635,0.958249876733082,0.958249876733082
"473",928387,"E02002389","E02002353",2,0,0,0,2,0,0,0,0,0,0,0,4019.95453188535,0.134261792351886,0.268523584703772,0.268523584703772
"474",928388,"E02002389","E02002354",4,0,0,0,1,0,0,3,0,0,0,0,5108.18346263939,0.108001571951883,0.432006287807532,0.432006287807532
"475",928391,"E02002389","E02002358",29,0,0,0,5,0,0,21,3,0,0,0,3686.83141352882,0.143511646466323,4.16183774752335,4.16183774752335
"476",928394,"E02002389","E02002361",15,0,0,0,5,1,0,4,3,1,1,0,2805.66060005317,0.171168825767214,2.56753238650821,1.56753238650821
"477",928396,"E02002389","E02002363",13,0,0,0,1,0,0,9,0,0,3,0,3671.83336454579,0.143942771687449,1.87125603193683,1.87125603193683
"478",928397,"E02002389","E02002364",42,0,0,0,14,1,0,19,5,0,3,0,2594.75656271219,0.17854330237111,7.49881869958662,7.49881869958662
"479",928398,"E02002389","E02002366",38,0,0,0,6,5,0,8,4,0,15,0,2063.7330449498,0.198548989003641,7.54486158213836,7.54486158213836
"480",928399,"E02002389","E02002367",4,0,0,0,1,1,0,2,0,0,0,0,4250.08146636803,0.128222390405109,0.512889561620436,0.512889561620436
"481",928401,"E02002389","E02002369",11,0,0,0,0,0,0,9,1,0,1,0,1569.85971562074,0.219161857358591,2.4107804309445,2.4107804309445
"482",928403,"E02002389","E02002371",30,0,0,0,4,1,0,20,3,0,2,0,2885.98600159214,0.168440955233368,5.05322865700103,5.05322865700103
"483",928406,"E02002389","E02002376",34,0,0,0,2,4,0,10,2,0,16,0,977.910865024461,0.246706729603002,8.38802880650206,8.38802880650206
"484",928407,"E02002389","E02002377",11,0,0,0,5,0,0,6,0,0,0,0,2028.09464460764,0.19996923820329,2.19966162023619,2.19966162023619
"485",928408,"E02002389","E02002379",16,0,0,0,4,1,0,10,0,0,1,0,1842.34095142851,0.207537964497793,3.32060743196469,3.32060743196469
"486",928411,"E02002389","E02002382",31,0,0,0,9,2,0,5,4,1,10,0,1436.80927965859,0.22507206025384,6.97723386786904,5.97723386786904
"487",928413,"E02002389","E02002384",37,0,1,0,8,0,0,22,3,1,2,0,3593.70551236138,0.14620962391248,5.40975608476178,4.40975608476178
"488",928418,"E02002389","E02002389",48,0,0,0,7,0,0,15,1,1,23,1,0,0.3,14.4,13.4
"489",928419,"E02002389","E02002390",67,0,0,0,14,2,0,23,5,0,23,0,1485.91744544141,0.222872305320386,14.9324444564659,14.9324444564659
"490",928422,"E02002389","E02002393",160,0,0,2,45,5,1,51,28,3,25,0,2244.25760828582,0.191508262326686,30.6413219722698,27.6413219722698
"491",928423,"E02002389","E02002394",71,0,0,0,11,3,0,27,4,0,26,0,1384.14392593173,0.227455289514481,16.1493255555282,16.1493255555282
"492",928433,"E02002389","E02002404",44,0,0,0,12,0,3,19,4,0,6,0,2559.63753451101,0.179801770268538,7.91127789181566,7.91127789181566
"493",928531,"E02002389","E02006861",14,0,0,0,2,0,0,10,2,0,0,0,5000.52708513614,0.110352198737514,1.5449307823252,1.5449307823252
"494",928629,"E02002390","E02002347",4,0,0,0,0,0,0,3,0,0,1,0,7257.38894022425,0.070267169680288,0.281068678721152,0.281068678721152
"495",928631,"E02002390","E02002349",5,0,0,0,0,0,0,5,0,0,0,0,4517.0602398226,0.121555436558313,0.607777182791567,0.607777182791567
"496",928634,"E02002390","E02002352",7,0,0,0,2,0,0,5,0,0,0,0,5725.91319881039,0.0954497408271018,0.668148185789713,0.668148185789713
"497",928635,"E02002390","E02002353",5,0,0,0,1,1,0,2,0,0,1,0,5025.59028873473,0.109800426884984,0.549002134424918,0.549002134424918
"498",928636,"E02002390","E02002354",4,0,0,0,0,0,1,3,0,0,0,0,6399.24928087681,0.0834237147512862,0.333694859005145,0.333694859005145
"499",928639,"E02002390","E02002358",61,0,0,0,8,0,0,37,6,3,6,1,3340.35450914999,0.153808999986385,9.38234899916946,6.38234899916946
"500",928642,"E02002390","E02002361",5,0,0,0,1,0,0,3,0,0,1,0,3966.48359857937,0.135705317929302,0.678526589646509,0.678526589646509
"501",928644,"E02002390","E02002363",14,0,0,0,4,0,0,10,0,0,0,0,5020.89330242129,0.109903621568254,1.53865070195556,1.53865070195556
"502",928645,"E02002390","E02002364",49,0,0,0,8,3,0,24,2,1,11,0,2257.52915476394,0.191000614191433,9.35903009538021,8.35903009538021
"503",928646,"E02002390","E02002366",12,0,0,0,1,1,0,8,0,0,2,0,2846.92069508876,0.169762149306392,2.03714579167671,2.03714579167671
"504",928647,"E02002390","E02002367",8,0,0,0,1,0,0,7,0,0,0,0,5709.43296936101,0.0957648666022609,0.766118932818087,0.766118932818087
"505",928649,"E02002390","E02002369",9,0,0,0,0,0,0,6,2,0,1,0,1783.66061583363,0.209987992705409,1.88989193434868,1.88989193434868
"506",928651,"E02002390","E02002371",24,0,0,0,2,0,0,15,5,0,2,0,4336.06961042756,0.126036122524955,3.02486694059892,3.02486694059892
"507",928655,"E02002390","E02002376",11,0,0,0,0,0,0,8,1,0,2,0,2267.93129272086,0.190603664299624,2.09664030729587,2.09664030729587
"508",928656,"E02002390","E02002377",9,0,0,0,3,1,0,4,0,0,1,0,3485.99218259856,0.149393540896032,1.34454186806429,1.34454186806429
"509",928657,"E02002390","E02002379",28,0,0,1,0,0,0,14,0,1,12,0,926.524713320822,0.249255265000766,6.97914742002145,5.97914742002145
"510",928658,"E02002390","E02002382",9,0,0,0,2,0,0,5,1,0,1,0,2920.73589781656,0.167274352717928,1.50546917446135,1.50546917446135
"511",928660,"E02002390","E02002384",25,0,0,1,2,0,1,18,2,1,0,0,5073.04066304667,0.108763341406783,2.71908353516957,1.71908353516957
"512",928665,"E02002390","E02002389",7,0,0,0,3,0,0,1,1,0,2,0,1485.91744544141,0.222872305320386,1.5601061372427,1.5601061372427
"513",928666,"E02002390","E02002390",166,0,0,1,10,1,0,51,5,2,96,0,0,0.3,49.8,47.8
"514",928669,"E02002390","E02002393",140,0,0,0,31,5,0,71,20,1,11,1,3679.8660915916,0.14371170674627,20.1196389444778,19.1196389444778
"515",928670,"E02002390","E02002394",51,0,0,0,17,2,0,24,3,1,4,0,2749.95088983959,0.173086643168359,8.82741880158632,7.82741880158632
"516",928680,"E02002390","E02002404",43,0,0,0,5,1,0,32,4,0,1,0,3658.43047964851,0.144329138979875,6.20615297613461,6.20615297613461
"517",928807,"E02002390","E02006861",17,0,0,0,4,0,1,9,1,0,2,0,6484.0289623022,0.0820211123817994,1.39435891049059,1.39435891049059
"518",929701,"E02002393","E02002344",3,0,0,0,1,0,0,2,0,0,0,0,5534.52145366497,0.0991742281758283,0.297522684527485,0.297522684527485
"519",929704,"E02002393","E02002347",3,0,0,0,3,0,0,0,0,0,0,0,5295.31371203056,0.104034204266746,0.312102612800238,0.312102612800238
"520",929706,"E02002393","E02002349",11,0,0,0,3,0,0,6,1,0,1,0,4632.76214137664,0.118774893020343,1.30652382322377,1.30652382322377
"521",929709,"E02002393","E02002352",16,0,0,0,6,0,0,4,2,2,1,1,4174.86369281899,0.130165892890714,2.08265428625142,0.0826542862514206
"522",929710,"E02002393","E02002353",6,0,0,0,1,0,0,4,1,0,0,0,4029.10517197907,0.134016300792866,0.804097804757199,0.804097804757199
"523",929711,"E02002393","E02002354",4,0,0,0,1,0,0,1,1,0,1,0,4156.06995425688,0.130656074299863,0.522624297199452,0.522624297199452
"524",929714,"E02002393","E02002358",17,0,0,0,11,0,0,5,0,0,1,0,5494.60906177867,0.099969052420989,1.69947389115681,1.69947389115681
"525",929717,"E02002393","E02002361",14,0,0,0,8,0,0,2,2,1,1,0,2810.4378053241,0.171005362146241,2.39407507004738,1.39407507004738
"526",929719,"E02002393","E02002363",14,0,0,1,4,2,0,6,0,0,1,0,2757.1090539839,0.172839023939963,2.41974633515948,2.41974633515948
"527",929720,"E02002393","E02002364",19,0,0,0,10,0,0,7,2,0,0,0,4536.43454619956,0.121085337476937,2.3006214120618,2.3006214120618
"528",929721,"E02002393","E02002366",27,0,0,0,15,0,0,5,2,0,5,0,3146.83820800664,0.159878608924026,4.31672244094871,4.31672244094871
"529",929722,"E02002393","E02002367",7,0,0,0,1,0,0,2,0,1,3,0,2625.7711745161,0.177439239875448,1.24207467912814,0.242074679128136
"530",929724,"E02002393","E02002369",5,0,0,0,1,0,0,2,2,0,0,0,3439.205451613,0.150798028869852,0.753990144349262,0.753990144349262
"531",929726,"E02002393","E02002371",39,0,0,1,14,1,0,4,3,1,15,0,1649.893559271,0.215681711444426,8.41158674633261,7.41158674633261
"532",929729,"E02002393","E02002376",3,0,0,0,0,0,0,2,0,0,1,0,2056.75005644496,0.198826475788813,0.59647942736644,0.59647942736644
"533",929730,"E02002393","E02002377",35,0,0,0,8,2,0,12,1,0,12,0,1262.74430244137,0.23304547685782,8.1565916900237,8.1565916900237
"534",929731,"E02002393","E02002379",4,0,0,0,2,0,0,2,0,0,0,0,4068.94069811658,0.132952820875791,0.531811283503165,0.531811283503165
"535",929733,"E02002393","E02002382",26,0,1,0,8,2,0,2,0,0,13,0,1088.96900921439,0.241287380384003,6.27347188998407,6.27347188998407
"536",929735,"E02002393","E02002384",64,0,0,0,12,1,0,16,1,0,34,0,1491.30595984071,0.222632244575414,14.2484636528265,14.2484636528265
"537",929740,"E02002393","E02002389",4,0,0,0,0,0,0,1,0,0,3,0,2244.25760828582,0.191508262326686,0.766033049306746,0.766033049306746
"538",929741,"E02002393","E02002390",23,0,0,0,12,0,0,3,2,0,6,0,3679.8660915916,0.14371170674627,3.30536925516422,3.30536925516422
"539",929744,"E02002393","E02002393",265,0,0,4,15,6,1,41,7,0,185,6,0,0.3,79.5,79.5
"540",929745,"E02002393","E02002394",51,0,0,0,4,0,0,15,1,2,29,0,962.018560370494,0.247492124817198,12.6220983656771,10.6220983656771
"541",929755,"E02002393","E02002404",79,0,0,0,10,0,0,21,1,1,45,1,1409.71078335071,0.226295194648948,17.8773203772669,16.8773203772669
"542",929872,"E02002393","E02006861",19,0,0,0,11,0,0,3,1,1,3,0,3062.0969938912,0.162611362684068,3.08961589099729,2.08961589099729
"543",929967,"E02002394","E02002344",1,0,0,0,0,0,0,1,0,0,0,0,5786.89720784489,0.0942926301251343,0.0942926301251343,0.0942926301251343
"544",929970,"E02002394","E02002347",4,0,0,0,0,0,0,4,0,0,0,0,5827.01310161642,0.0935391302724138,0.374156521089655,0.374156521089655
"545",929972,"E02002394","E02002349",7,0,0,1,3,0,0,2,1,0,0,0,4521.97421765247,0.121436031099433,0.850052217696028,0.850052217696028
"546",929975,"E02002394","E02002352",10,0,0,0,1,0,0,8,0,0,1,0,4537.8608980109,0.121050800345294,1.21050800345294,1.21050800345294
"547",929976,"E02002394","E02002353",3,0,0,0,2,0,0,0,1,0,0,0,4207.44991827314,0.129320328233243,0.387960984699728,0.387960984699728
"548",929977,"E02002394","E02002354",5,0,0,0,2,0,0,3,0,0,0,0,4738.36557288951,0.116292591990339,0.581462959951693,0.581462959951693
"549",929980,"E02002394","E02002358",12,0,0,0,4,0,0,5,1,1,1,0,4919.13063523798,0.11216335636221,1.34596027634652,0.345960276346523
"550",929982,"E02002394","E02002361",13,0,0,0,7,0,0,3,1,0,2,0,2918.77159813558,0.167340081019627,2.17542105325515,2.17542105325515
"551",929984,"E02002394","E02002363",21,0,0,0,5,1,0,10,3,2,0,0,3273.21107299173,0.155888383387501,3.27365605113752,1.27365605113752
"552",929985,"E02002394","E02002364",20,0,0,0,10,0,0,8,1,0,1,0,3880.68506763795,0.138054075676138,2.76108151352275,2.76108151352275
"553",929986,"E02002394","E02002366",33,0,0,0,18,3,0,5,1,0,6,0,2814.4778662088,0.170867243539578,5.63861903680607,5.63861903680607
"554",929987,"E02002394","E02002367",6,0,0,0,1,0,0,2,1,0,2,0,3433.58862059855,0.150967525464495,0.905805152786971,0.905805152786971
"555",929989,"E02002394","E02002369",9,0,0,0,4,0,0,5,0,0,0,0,2793.11827652121,0.171598735707011,1.5443886213631,1.5443886213631
"556",929991,"E02002394","E02002371",19,0,0,0,6,1,0,7,3,0,2,0,2231.95689064335,0.19197998014776,3.64761962280744,3.64761962280744
"557",929994,"E02002394","E02002376",9,0,0,0,1,0,0,2,2,1,3,0,1555.33447013762,0.219799458997949,1.97819513098154,0.978195130981537
"558",929995,"E02002394","E02002377",10,0,0,0,2,0,0,5,0,0,3,0,1506.14548667574,0.221972472696419,2.21972472696419,2.21972472696419
"559",929996,"E02002394","E02002379",10,0,0,0,2,0,0,6,1,0,1,0,3225.14623508318,0.157394159255067,1.57394159255067,1.57394159255067
"560",929999,"E02002394","E02002382",48,0,0,0,5,4,1,7,2,0,29,0,908.620592144838,0.250149404216708,12.007171402402,12.007171402402
"561",930001,"E02002394","E02002384",48,0,0,0,14,2,0,19,3,4,6,0,2440.66351578224,0.184131425470123,8.83830842256591,4.83830842256591
"562",930006,"E02002394","E02002389",12,0,0,0,0,0,0,2,1,0,9,0,1384.14392593173,0.227455289514481,2.72946347417378,2.72946347417378
"563",930007,"E02002394","E02002390",45,0,0,0,16,3,0,13,2,4,7,0,2749.95088983959,0.173086643168359,7.78889894257617,3.78889894257617
"564",930010,"E02002394","E02002393",230,0,0,0,31,6,1,39,20,2,130,1,962.018560370494,0.247492124817198,56.9231887079556,54.9231887079556
"565",930011,"E02002394","E02002394",144,0,0,0,15,1,1,35,4,0,86,2,0,0.3,43.2,43.2
